ordering,sample,i,x1,x2,x3,x4,x5
0,0,0,0.0009693261768703957,-0.0008991159330659949,7.680594032435234e-05,0.01258399308194088,0.0068447231312637295
0,1,0,-0.0009147887286187449,0.0009186890528377832,5.472589388905505e-05,0.006622538590108796,0.012045051192170395
0,2,0,-0.0009968023336636746,0.0010213838901062186,1.9388199831889275e-05,0.012620836752703288,0.006718705749033349
0,3,0,-0.0009697306666989619,0.0009593704859493017,6.932645041293761e-05,0.01201552531382421,0.007057091778344746
0,4,0,-0.001064946020673892,0.0009597552564826882,7.87628655056459e-05,0.0122481674046809,0.00659670947915386
0,5,0,0.0008822024401032632,-0.0009865784429361427,1.5532131184037984e-05,0.012292600244149146,0.0067930409231411575
0,6,0,-0.0009506661873968335,0.000982275961286232,0.0001053424564488245,0.0067793648337594855,0.012574400636044664
0,7,0,0.0009894837789634573,-0.0010045616665519327,0.00010075095337277009,0.012324100672605363,0.006436363099639682
0,8,0,0.0009762043528843795,-0.0010263853188698466,5.8591229800609296e-05,0.0070497898997241865,0.012356450082856692
0,9,0,0.0009304019335358953,-0.0009080960072054,0.00015285725653527843,0.006922643078503049,0.012093711245003138
1,0,0,-0.0009626177537466751,0.0009182310005609075,6.92716784075377e-05,0.00627159004016321,0.012176010578003063
1,1,0,0.0009504449212630237,-0.0009078442067707027,4.1181238328637584e-05,0.006545093353639517,0.012401443565726191
1,2,0,-0.0010663890517691836,0.0009520157539876424,0.00011107472566474234,0.007074205775562453,0.012246765524395894
1,3,0,0.0009516009882530907,-0.0010080648658189091,0.00010717094001252632,0.007150205079265762,0.012513686149340404
1,4,0,0.0009618606205882153,-0.0009643216081976662,0.00010351700730898823,0.006989548809249107,0.012005176749042062
1,5,0,0.0009933687926308964,-0.0009518566199243628,8.63537440894957e-05,0.012683295136998325,0.006745306698850458
1,6,0,-0.001087275070334244,0.0008956939961074774,3.290434746728091e-05,0.012224589848825568,0.006741118963829895
1,7,0,-0.0009032286727275445,0.0009582660790703373,0.00010438997986775903,0.006280302790935302,0.012434660052513934
1,8,0,-0.0008461360796046345,0.0009126720338692804,4.8226300949943957e-05,0.007227954818379685,0.012677861433531579
1,9,0,0.0009591158793599613,-0.0009506439278149402,0.00010725013397371746,0.006821169198883657,0.012237376965808814
2,0,0,-0.0010245612688605417,0.00099498789956921,7.867579820684464e-05,0.0068864586827110455,0.01216998944947513
2,1,0,0.0009898850239960823,-0.0009548974172034867,0.00010111711678101669,0.012126287622664041,0.0067252712686593835
2,2,0,-0.0009961815818079062,0.0009553889318053496,0.00010486175180984467,0.0070811636038957924,0.012285646149863562
2,3,0,0.0010192079289732918,-0.0009112880664853898,0.00010586722533553062,0.012205080574422352,0.006741055019409068
2,4,0,-0.0009594734065134044,0.000951285132907722,0.00010268024394477103,0.00643201202873538,0.01223940006888246
2,5,0,-0.0009108759345515216,0.001057782061546303,4.9869578391880526e-05,0.006672996984763105,0.012079848997410771
2,6,0,-0.0009916531116846705,0.000921965203553997,0.00010658289756161621,0.012486958307266543,0.00647760640512373
2,7,0,-0.000973858598084347,0.0009719981616799612,7.218087762220216e-05,0.006570996216192795,0.012412461707157754
2,8,0,0.0009625047578836418,-0.0009880362375844628,8.605578407650839e-05,0.012716724680020804,0.00645608619199799
2,9,0,0.0009667439388188454,-0.0009562886743035441,9.302775901784757e-06,0.006975721285321697,0.012644941268792299
3,0,0,0.0009735804086797493,-0.0009967308167885304,1.7421442107418486e-05,0.012546516196556603,0.00693655228359406
3,1,0,0.0009680624417629887,-0.000973507424356446,9.801195434028679e-05,0.006865451960743097,0.012254388746716928
3,2,0,-0.0009018342249016085,0.0009620358543565923,0.00010145439091263689,0.006738218750401258,0.012198040263931146
3,3,0,0.001003503682807388,-0.0008953220324838113,3.347839916485393e-05,0.01273423185144258,0.00680819256926224
3,4,0,-0.0009620530439000928,0.0009572024069188103,9.914390709086533e-05,0.012195732144897747,0.006648273927851667
3,5,0,-0.0009327108456832246,0.0010133521310624755,7.851947685516211e-05,0.012345823659907587,0.006609897866609463
3,6,0,0.000981166206898556,-0.0009888033950128713,5.391157850302871e-05,0.006769359558647055,0.012313606668360224
3,7,0,-0.0009512548441166989,0.001012942251753076,0.00010471370411470357,0.012044874892638923,0.0064717177923591255
3,8,0,0.00084065966561973,-0.0008925515853507628,9.747149154632277e-05,0.012878641633705987,0.006355740776419249
3,9,0,-0.0008693171721812012,0.0010153360119450148,0.00010716671781697135,0.01234478338213798,0.006590167619906051
4,0,0,0.0009349630264515428,-0.0010133155719882995,3.505482138973018e-05,0.006449364586597257,0.0121956714494698
4,1,0,0.0009655480067364166,-0.0008492943111119804,6.525235735175064e-05,0.00682404284070565,0.012805836271226828
4,2,0,0.000983007467141285,-0.0009243821546945918,1.942957356542048e-05,0.0063989418735870725,0.012500291483993195
4,3,0,0.0009681966119192006,-0.0009553900562160776,0.00010050496660427205,0.0124908641335038,0.0068461679352509915
4,4,0,-0.0008642598278041438,0.000997341809504929,5.4171772050961777e-05,0.01237516619322651,0.006812984803870525
4,5,0,-0.0009574758359229387,0.0009729053027379297,7.638954071569233e-05,0.012675461846094208,0.006885087749398001
4,6,0,-0.0009655142042508188,0.0009360926727397358,6.441891130581218e-05,0.007130316648415333,0.012305811000683124
4,7,0,0.0010463197554313238,-0.0009404832901363409,0.00016837117665912185,0.006316162730656416,0.0124244554901874
4,8,0,0.0008633125658403379,-0.0009967335421030808,0.000101894955359645,0.012417269224880637,0.007112753665551473
4,9,0,-0.0009592556107740333,0.0009796896361420337,0.00010317160297623995,0.012498787463853054,0.006456766532262834
5,0,0,-0.000916371237825786,0.0010458106529697905,0.00010122600616657358,0.007044696547341439,0.012002868096573891
5,1,0,0.0009675203869952981,-0.0010618281021681254,5.9609077942271084e-05,0.006555873714132959,0.012444948652540304
5,2,0,-0.0010769871281472061,0.0009733123879180836,0.00011981161768329433,0.012310464952296882,0.006647063751605094
5,3,0,-0.0009608306875902732,0.0009532494873728703,0.00011001193228930275,0.012048238256166159,0.0068441400725650706
5,4,0,0.0010248008988722399,-0.0010401702357175323,3.544544310595671e-05,0.012541384136789962,0.0064884526030267176
5,5,0,0.0009612033152081542,-0.0009234021263873038,9.690891145970255e-05,0.006942402257084547,0.01213182937802943
5,6,0,-0.0009741668760040907,0.0009531242358559104,0.00010305379767991548,0.012264532888428879,0.0064207289557643875
5,7,0,-0.0009962143111077928,0.0009144813545229857,0.00010405329073391547,0.006616846223133077,0.012486021714328792
5,8,0,-0.0010568967508639004,0.0009374514399846361,9.363241213982894e-05,0.006857326987396889,0.012102845160423025
5,9,0,0.0010014652215850923,-0.0009403403943450649,0.00010443990878427992,0.006519139697557582,0.012396601420700676
6,0,0,0.000991898540224894,-0.0008679678119564091,4.099478698055964e-05,0.011878714391403459,0.006878429799760562
6,1,0,0.0009503157257358971,-0.0009615507014549933,5.763433857161778e-05,0.01258674131376798,0.006915750790398378
6,2,0,0.000952631326515276,-0.0008550521392561398,5.446906982363095e-05,0.0065322270987494616,0.012375819135514677
6,3,0,0.0010908927742040928,-0.0010197687603195529,8.137884629858677e-05,0.006696064368196763,0.012217863457004907
6,4,0,-0.0009731652175254046,0.0009664619745969872,0.00010480965806472332,0.006307418194669937,0.012057808344569255
6,5,0,0.000974984736245144,-0.0009248872284726289,0.00010251821078978557,0.012083135776849078,0.006512085005448209
6,6,0,-0.0010807851476829708,0.0009621206784917683,-2.720199414158256e-06,0.012714658308147449,0.007099772500714058
6,7,0,-0.0009732239772004304,0.0009697472452722422,4.93100921753701e-05,0.006904193373107991,0.012141875077253977
6,8,0,-0.0009207834326505696,0.0009810957403619492,4.1194048427811714e-05,0.006830888752693616,0.012300070164271652
6,9,0,-0.0009965209321537993,0.0009672113677677384,0.00010181203461602506,0.0069132409910407245,0.012179409745009123
7,0,0,0.0009610739894128958,-0.0010082133547946667,9.727059225885112e-05,0.01257961183127207,0.006651501717140608
7,1,0,-0.0009203485450594521,0.0009138962848304188,6.207949397826588e-05,0.012561773235597526,0.00681594332908795
7,2,0,0.000959201547624167,-0.0009607455619205445,6.936559447123791e-05,0.012103795074206516,0.006686007654252258
7,3,0,0.000870647058423886,-0.0008461015540104783,6.361323100689126e-05,0.006368968013339043,0.01245890280204085
7,4,0,-0.0008900827010734012,0.0009678751663273332,4.6461917453612465e-05,0.006846889559320013,0.012253439933086011
7,5,0,-0.0010073498220650387,0.0009579394991738932,1.9317194516737385e-05,0.012170039106233033,0.006683126671946317
7,6,0,0.000921557836076687,-0.0009874811466662262,0.00010382314738596803,0.007108133384828491,0.012374774729800888
7,7,0,0.0009024321387767731,-0.0009851424513513986,2.2646715863593528e-05,0.012390476930506725,0.006635461330451892
7,8,0,-0.0010123327824425633,0.0009522230215086929,2.6989226561956528e-05,0.0068489547863437765,0.012349599931280972
7,9,0,0.0008843250301366312,-0.0009325802354698611,4.607469762749929e-05,0.006682711880995498,0.012266315471253638
8,0,0,-0.0008714972293223099,0.0010107443863967454,7.486608605419484e-05,0.006756132595819617,0.012251647406991063
8,1,0,0.0009779849597269018,-0.0009711671657927934,9.165952747237222e-05,0.006588198565287865,0.011952741545016288
8,2,0,0.0009727746472542027,-0.000969775259113419,3.365439730733909e-05,0.006071854818309091,0.012042331771560616
8,3,0,-0.0008951489843210346,0.001018885833507635,0.00012902284515798126,0.012435885514711477,0.006601279708073528
8,4,0,0.0009531721262448286,-0.000963088247299475,9.698099080697334e-05,0.006665275913282394,0.012188959313242457
8,5,0,-0.001032144041552687,0.0009635246388282741,5.430457504328537e-05,0.007084212304931069,0.012282007675842728
8,6,0,-0.000962863563160956,0.0009621000757931381,0.00010016349406693585,0.006880718045049249,0.011872793281049888
8,7,0,0.0010888985445812252,-0.0009566163791760851,0.00010490986855057747,0.006955656018295018,0.012409716184714934
8,8,0,0.0009644450371798583,-0.0009579085242678695,0.0001027444261810704,0.012338405721724049,0.0065728349062475645
8,9,0,0.0009554822001636291,-0.0009534156776048325,9.690730008468651e-05,0.006681085573768258,0.012274687640299604
9,0,0,0.0009521141894420689,-0.0009237226156010841,0.00010217764880887199,0.012133003195338549,0.006865513403339475
9,1,0,-0.0009525423389675805,0.0009535703812439328,0.00011452098386757065,0.012831505616837362,0.006971590901356656
9,2,0,0.0009394404474806184,-0.00104345009678794,7.280192654363082e-05,0.006567140718700167,0.012634659060890162
9,3,0,0.0010682576859830095,-0.0009931542170550853,5.104305205985357e-05,0.012326043594602867,0.006885704743574314
9,4,0,0.0009735298451785547,-0.0010082808983456464,0.00010227517024850408,0.012481601016476721,0.006564824646505301
9,5,0,-0.001011647901252839,0.0009568001420261498,2.160435454255996e-05,0.012792325898564329,0.0066604644772989465
9,6,0,-0.0009653642760556815,0.000999702634793714,0.00010402220888250758,0.012265003445274654,0.006640383435809043
9,7,0,0.000964220446367759,-0.0008811517944198738,0.0001016938144703211,0.006692133983593009,0.012771231849695974
9,8,0,-0.0009836281591146835,0.0009821522266961237,5.610017377088474e-05,0.00685214770810157,0.012499007597201574
9,9,0,0.000977188920077029,-0.0009499523065810457,8.33277671949996e-05,0.01215821447967253,0.006862797404669088
